gene,I0712,I0805,I0812,I0713,I0800,I0844,I0782,I0820,I0840,I0744,I0767,I0871,I0731,I0739,I0790,I0832,I0876,I0887,I0752,I0758,I0819,I0748,I0777,I0822
NSA2,12.90935483,12.5848842,12.87707054,12.93264469,12.95781401,12.69809212,11.8304331,11.96865296,12.23940709,12.91918918,12.73985594,12.73681393,13.00128166,12.80903836,12.81238204,12.90886178,12.83879794,12.73812044,12.76147426,12.88177581,12.92836226,12.88046764,12.90645613,12.64045796
GFM2,10.54479997,10.28705907,10.53586039,10.65687838,10.5358122,10.32664045,9.614974923,9.538021594,9.556594333,10.64472373,10.443435,10.6012924,10.60206943,10.27230755,10.30244761,10.58078035,10.59864522,10.36800153,10.33508859,10.57841238,10.5505133,10.60785073,10.60451975,10.29394572
CCDC127,9.878154231,9.856275131,10.02975317,9.910180757,9.963340605,9.886876798,9.433682,9.489340915,9.415921741,9.9201563,9.84612284,9.837397689,10.02090508,10.24937128,9.898192079,9.939686235,9.984861864,9.965173883,9.980336006,10.05423607,10.10572796,9.823427683,9.849942503,9.880997486
ACSL6,8.417239371,7.175879807,8.737354859,9.124761133,8.997530388,7.601919925,8.974787281,9.622887893,9.3958148,9.262006883,7.461711886,9.274025828,9.279655502,9.514389141,7.954523772,9.731507236,10.31916305,7.653959723,8.22829084,10.16542994,9.648428009,9.596652881,9.388385936,7.652530602
SEPTIN8,8.658562987,9.069105035,8.893139585,8.98669422,8.743215622,9.424247874,8.031057309,8.316157099,7.982541009,8.881059868,9.387019181,9.035783811,8.986107089,9.231217036,9.142106857,8.884516238,9.040447943,9.303931331,9.250432531,8.951310116,8.971584396,9.025924525,8.929967868,9.443918705
UQCRQ,10.79008403,10.44169781,10.80835249,11.02384914,10.93491102,10.76733448,9.123819849,9.145827799,9.139455831,10.80301596,10.69427232,10.84172489,11.03610896,11.24945909,10.86081613,10.90109056,10.95072582,10.81114482,10.71806609,10.85602105,10.90635718,10.84900244,10.76598761,10.66787544
LEAP2,6.687893468,6.633787309,6.915357594,6.801472516,6.656998859,6.672824636,8.3838704,8.107606523,8.045845002,6.608522868,6.827337607,6.830476954,6.666299859,6.954002703,6.61361796,6.741665507,6.853779769,6.468665661,6.480974099,6.767474817,6.467492718,6.826970601,6.975037832,6.755552508
SLC35A1,8.215591975,7.919105541,8.203957653,8.46946229,8.390548294,8.093610359,8.769171839,8.853094656,8.956631875,8.292132281,8.28092997,8.318920099,8.105881139,7.96512959,8.197051054,8.277822386,8.444154432,8.018917776,8.071321048,8.318298704,8.139705262,8.296055081,8.312841404,8.023289203
CGAS,10.1345326,10.02350275,10.22455009,9.860217298,9.851984162,9.544019694,7.623186853,7.863730428,7.507910111,9.325519315,9.419522154,9.633988351,9.409614863,9.524845606,9.457552517,9.448486282,9.712249502,9.27770191,9.522051773,9.904037482,9.454428395,9.95266742,9.730768984,9.574604774
CREBRF,10.20435539,11.17732249,10.27164394,9.415505141,9.22728315,10.2738731,12.14962483,12.05881123,12.1274169,9.243628419,10.30724727,9.388511041,9.171587886,8.970663604,10.51289269,9.252626235,9.466284378,10.34292143,10.55776121,9.567438874,9.025825594,9.51877476,9.3151538,10.38199604
SFXN1,14.9851628,14.53961968,14.95215313,14.9012558,15.00809908,14.54446613,12.00054055,11.53824547,11.87921436,15.00428461,14.59964293,14.8296175,15.0159904,14.7595607,14.64677034,15.07599869,14.97764521,14.60554946,14.70929644,15.06214323,15.11171432,15.00234058,15.10054502,14.53305139
GALNT10,11.33358817,11.26441544,11.000965,11.22312917,11.35504062,11.50105693,11.16206095,11.81180296,11.60706475,10.91241923,11.14502541,10.92293785,11.14041847,11.06174691,11.18408575,11.12651835,10.93497352,11.31238584,11.25552293,10.96534192,11.17366017,10.96971955,11.14233017,11.39176132
SAP30L,9.583726123,9.86691682,9.401965823,9.551154602,9.622124404,9.832219985,11.37341398,11.30804497,11.24630774,9.786890059,9.931240089,9.689344838,9.623953314,9.403544361,9.799623473,9.59893958,9.551396756,9.797404247,9.94774902,9.494998801,9.568456989,9.416049567,9.511121988,9.793605535
RPS14,14.48534911,14.46514798,14.51274687,14.57604913,14.45275945,14.70661858,15.2502503,15.2605178,15.36046073,14.41063456,14.61346468,14.4691608,14.53610054,14.86324139,14.77772176,14.47243717,14.46427043,14.73956003,14.6630672,14.40265982,14.47779631,14.45531372,14.36812456,14.67241536
SLU7,11.08296177,11.46755124,11.29149528,11.265332,11.04219656,11.40294722,11.15239667,11.26468386,11.25637887,10.97873987,11.43683801,11.09149492,10.96323177,11.14261796,11.44225965,10.93576009,11.17239621,11.39900037,11.44082109,11.28750343,10.92163712,11.30237894,11.01685327,11.38031952
PTTG1,8.264354728,8.059317822,7.995339676,8.104885614,8.030288259,7.894598148,6.077233449,6.426287964,6.370630007,8.040974357,7.721281988,7.820789027,8.352077133,8.384213256,8.160135758,8.252461076,8.135887049,7.960155934,8.011848178,8.102184184,8.313304976,8.034123977,8.12899285,7.935674892
CAMLG,10.07985441,9.957326192,10.07841219,10.10748971,10.22445097,10.06416815,10.58817117,10.63150629,10.62078223,10.02909046,10.04671811,9.921833185,10.05606535,9.937348675,10.16013644,10.09899047,9.992044083,10.01076516,10.11143544,10.0834509,10.14608074,10.0771937,10.10124849,10.06058692
RELL2,9.088468187,8.658182969,8.965146591,8.816641252,9.054673815,8.775534173,8.275577673,8.625221557,8.685626767,8.958227362,8.686113665,9.013567476,9.127405048,9.188008559,8.670496147,9.18720866,8.737005484,8.852642722,8.595410531,8.678850409,9.186250183,8.809784706,8.932850641,8.847465386
USP49,8.879544299,9.069105035,8.697856949,8.955307549,9.131535958,9.137605245,8.884269564,8.723662204,8.809355918,8.904646573,9.255164359,9.019153715,9.072044428,8.894760695,9.158577061,8.84094068,9.071291801,9.180664721,9.173188367,9.082505131,8.975034876,9.045376053,9.17609264,9.324288882
PHAX,11.63817306,11.55438246,11.78275388,11.65785206,11.69724667,11.57236477,10.19109475,10.20838016,10.22909331,11.70380331,11.6189147,11.6847154,11.58585537,11.62280846,11.60947728,11.63726115,11.74000415,11.55207886,11.61848765,11.76608219,11.64418487,11.74452519,11.68325777,11.54593898
KDM1B,9.658601828,9.604880276,9.442361001,9.35866051,9.65273059,9.436935188,9.401407588,9.217752376,9.23761671,9.810667388,9.545946749,9.443556722,9.581490681,9.237588125,9.415098304,9.714891143,9.400334173,9.364095831,9.518768809,9.465712501,9.711842765,9.268679465,9.761903231,9.381522575
NSD1,12.77583497,12.63990062,12.63714501,12.6950239,12.78188704,12.56311763,12.63118576,12.36834232,12.44638359,12.912095,12.63399899,12.87241843,12.87036616,12.89316485,12.47370581,12.81929135,12.7963514,12.52330637,12.59882037,12.78042274,12.69093423,12.85209937,12.89910475,12.61030328
KIAA1586,8.791543645,8.977801794,8.889248328,8.963218464,9.138761435,8.955607143,8.279321502,8.281769394,8.283257013,9.057428603,9.023400932,8.844523101,8.724089349,8.256186049,8.947319092,8.891104871,9.050802671,8.745366891,8.983790706,9.191620928,8.897150015,9.106841122,9.077938649,9.024501276
LMBRD1,9.148742263,9.526503878,9.326275742,9.37456681,9.383459228,9.464460647,10.28253552,10.47180904,10.37898997,9.298076012,9.603662777,9.36895667,9.129764504,8.607243462,9.533485161,9.124286727,9.124548156,9.45840186,9.650599363,9.502228418,9.143958377,9.2541247,9.188206954,9.453656339
UBTD2,8.962484353,9.126913942,9.3575933,9.352650142,9.19760663,9.106176971,8.602854284,8.494048071,8.440712358,9.282156512,9.494326735,9.488547586,9.120303437,9.143465936,9.440335611,9.224207257,9.479120211,9.282506503,9.432424891,9.491370361,9.183270112,9.436451615,9.154027183,9.239581528
IRF2,11.00097115,11.43930863,11.00726203,9.54765123,9.533533833,10.13283817,10.90225239,10.99132336,10.95830036,9.934231456,10.41147228,9.882533355,9.970458419,9.99489364,10.58081081,9.997312307,9.858919066,10.52929292,10.49649621,9.703811629,9.866611428,9.745296732,9.704019256,10.22454722
TAP1,14.9257283,14.76001113,14.85904471,13.90102432,13.98734039,14.03859907,11.84218732,12.15897078,11.89039524,14.0154614,13.90031677,13.89438237,14.31439311,14.46598841,14.1907746,14.2543053,14.17541788,14.19618335,14.07917067,14.01479532,14.22062719,14.31655061,14.28574835,14.25267119
CMAHP,10.43484321,10.40857576,10.52962442,10.4510032,10.31440835,10.3347985,9.779977746,9.817202451,9.445566287,9.850345625,10.13635591,9.994527105,10.30498128,10.12200811,10.46923229,10.28808558,10.37654352,10.35209199,10.56175451,10.42709463,10.14913855,10.82176593,10.70911158,10.774669
TNXB,6.043077707,6.508901039,6.491388993,6.442619235,6.068731108,6.638085924,8.481352149,8.915304912,8.384681903,6.3582135,6.36114042,6.471607609,6.314667645,6.778697042,6.16947953,6.08907247,6.915518753,6.502004361,6.520903013,6.519288278,5.777032769,6.722095366,6.230270388,6.723714445
TRAPPC11,10.65530109,10.84517379,10.68696059,10.61731849,10.64386697,10.89695659,11.15596473,11.16982058,11.0823725,10.67170516,10.91043229,10.60222316,10.74435775,10.50135843,10.93985258,10.72051123,10.70409074,10.91225634,10.92443128,10.76653825,10.71327498,10.62976109,10.72997879,10.82524053
ING2,7.726512543,7.547989373,7.734119601,8.071120443,8.168495538,7.916506001,8.190655394,8.173396631,8.317863652,8.304006282,7.985288713,7.983932131,8.442164026,8.05925156,8.01779451,8.302745559,8.096445816,7.886328833,8.044176333,8.033985709,8.340310917,7.91757518,8.22619564,7.742661994
CDKN2AIP,10.07364914,9.971201156,10.10381977,9.916985267,10.22897174,10.12030738,10.43044287,10.51156736,10.4827175,10.29113048,10.14394055,9.936667954,9.95057627,9.784741421,9.953176027,10.15891196,10.08733662,10.00786687,10.07948193,10.07499084,10.14761046,9.950089702,10.16638382,10.09210084
SNRNP48,10.40747375,10.35515594,10.67570928,10.51429332,10.42787945,10.22642885,10.10088747,10.27232911,10.17938104,10.51621881,10.46522192,10.53946746,10.22005771,10.09653109,10.26707952,10.34678281,10.61036039,10.30682448,10.3737617,10.6989313,10.36571247,10.63699122,10.39889664,10.31145554
IL7R,12.62125969,13.38868676,13.13130823,12.65305005,12.01447675,12.64495175,15.04169478,15.25661027,14.99527621,12.11753289,12.63707346,12.67799544,12.0742924,12.54171371,12.71054321,12.00043695,12.71296107,12.68626456,12.77409256,12.64878373,11.87962937,13.00676887,12.3099863,12.96629065
DNAJC21,11.79349522,11.68159373,11.80564394,11.92179313,12.0197045,11.81862128,11.22359135,11.07689875,11.08927529,11.9750305,11.94619843,11.9182675,11.93856252,11.84178781,11.85841791,11.88015712,11.91551843,11.82909247,11.88069764,12.03484768,11.9271635,11.96290847,11.97797214,11.82165966
CEP120,10.65363802,10.95597757,10.77288963,10.70248888,10.6847557,11.00825578,11.63134175,11.55531171,11.57434037,10.63064856,11.07929872,10.69588389,10.40674567,10.43360673,11.01865493,10.57669898,10.61618249,10.92844016,11.03714334,10.83827737,10.43875229,10.77155168,10.65077666,10.96456463
HNRNPH1,15.11607318,15.13004933,15.21977262,15.17926342,15.2354235,15.07821133,15.28645286,15.11415858,15.20089986,15.27889687,15.19933758,15.18839065,15.1169259,15.00345469,15.14996241,15.1837787,15.19638677,15.09553861,15.16702234,15.26940301,15.13209314,15.22804303,15.25447792,15.15091712
ZNF354A,9.235791606,9.686444571,9.200025942,9.284828719,9.371241633,9.866387903,9.655869868,9.834251954,9.78865157,9.375140539,9.869839089,9.147117594,9.376220032,8.993430158,9.827849416,9.361014392,9.39492558,9.858206813,9.903122123,9.450843352,9.351996581,9.510050781,9.466061896,9.748829709
RGS14,9.387577607,9.25881928,8.869633036,9.129455849,9.606574331,9.596984489,11.69579283,11.86876401,11.99567936,10.27613873,10.14394055,9.744342869,10.05358212,9.85272329,9.830788696,10.09756691,9.580276495,9.915003927,9.702161332,9.111158663,9.877714627,9.185652378,9.795550672,9.909579775
LMAN2,12.08173291,11.86635437,12.1655446,12.15752962,12.04363944,11.98854297,11.04653524,11.24186586,11.24180902,12.01018636,11.86854002,12.11955113,12.09466613,12.46934754,11.9072715,12.04469332,12.10713129,11.98496753,11.86235968,12.05833573,12.17455553,12.00418644,12.01108386,11.93852346
RAB24,6.937915529,7.162120741,7.032888486,7.009324746,7.142399876,7.24593465,7.599423946,7.947597606,7.492844538,7.239533157,7.269060265,7.053740658,7.148176134,7.372041866,6.941897929,7.302429583,7.099668836,7.331197204,7.325061804,7.172826566,7.143483932,7.209727696,6.941078774,7.210839891
PRELID1,11.65987456,11.34121628,11.64069434,11.67481277,11.61371666,11.55733693,9.230161949,9.400557624,9.439685908,11.62513675,11.45131997,11.74663729,11.73394554,12.0509853,11.46466689,11.6887496,11.64637858,11.50609142,11.33932953,11.52163794,11.7293953,11.59785744,11.61489892,11.50438031
GPRIN1,6.847702667,6.802924538,7.23036772,6.946863468,6.925598541,7.008201368,5.590831538,5.806674828,5.577959423,7.017146785,6.859281841,6.998254002,7.021759816,7.173687769,6.75648721,6.957926462,6.853779769,6.716012411,6.805864567,6.767474817,7.001823339,6.849275979,6.906301074,7.001081853
HINT1,13.12813452,12.71456257,13.03024581,13.1851876,13.18259958,12.90492726,12.3041606,12.23379682,12.36598312,13.02819371,12.8033256,12.95269807,13.16192516,13.13687806,12.96548758,13.08099605,13.00333268,12.87085549,12.90527876,13.03777125,13.06597471,13.02142292,13.06776085,12.77760711
DTWD2,8.365349317,7.754645476,8.139899512,7.821305067,8.43426907,7.556134456,7.201957325,7.424559324,7.143249024,8.428550404,7.94616141,7.833527079,8.006671763,7.348688552,7.595287312,8.356106533,8.089766158,7.472447823,7.768204635,8.268289248,8.392851959,8.141957079,8.263314239,7.85714322
FAM153A,7.206444545,7.189508893,7.088248133,6.741404912,6.969483979,6.638085924,10.0080497,9.892386802,10.58571091,6.988001345,6.581416628,6.830476954,7.129433987,6.766999677,7.181787765,7.156932657,7.04546891,6.771748158,7.052826556,6.989493909,7.348927616,6.746068659,7.240018023,7.414025744
SIMC1,10.11048665,10.26630863,10.40979234,9.592544617,9.262989469,9.236713531,9.385863991,9.447849303,9.282111978,9.231244739,9.399746383,9.422633115,9.302841904,9.727045638,9.468917357,9.265361181,9.442888104,9.406527887,9.581476713,9.516579866,9.414324101,9.962932482,9.588113633,9.70057647
PWWP2A,10.18260827,10.25824754,10.21369983,10.15546291,10.25801642,10.23371844,10.49062048,10.55643707,10.45091379,10.13037361,10.24513292,10.25104409,10.24747678,10.07771561,10.32242452,10.23986161,10.23842012,10.33137564,10.33602153,10.24730913,10.24514553,10.21991111,10.26575995,10.21599053
FAXDC2,7.655166551,7.843534433,7.635360878,7.786059054,7.712892667,7.714577658,7.344577149,7.282718576,7.053688741,7.621204485,8.023382809,7.768681437,7.717682235,7.670876352,7.73362821,7.496388389,7.873479958,7.808519076,7.647140597,7.95715116,7.500275857,7.632588156,7.622201898,7.556390906
HARS1,12.33437317,12.16385613,12.47622825,12.42240138,12.28227657,12.20871382,11.25339964,11.20301507,11.20934303,12.34600008,12.19595174,12.43506053,12.38620524,12.6429813,12.176115,12.32996726,12.42827504,12.15507476,12.16210827,12.38257857,12.34990529,12.44116115,12.28707682,12.19586679
DNAJC18,8.943553795,8.663075887,9.174673325,9.679947047,9.477644856,9.273960354,8.465007966,8.056217099,8.313582948,8.96322802,8.735716543,9.308651172,9.264704106,9.351624799,9.010899817,9.052629471,9.200918698,8.846166678,9.046688723,9.502228418,9.206940083,9.515291496,9.396762107,9.047189252
SPATA24,6.10279986,6.081901131,5.919263858,6.266281239,6.027805956,6.036008915,6.518455333,6.389851065,6.69412152,6.036310581,5.869730097,6.015359561,6.138416178,6.299484009,5.859900238,6.281893694,6.132348115,5.92158561,6.00578093,6.052099126,6.210782351,6.457516969,5.940588857,6.135782086
SERPINB9,12.28043413,12.32225928,12.02543476,11.67320603,12.06844554,11.624872,11.37472697,11.50082813,11.57389303,12.19529927,11.52992008,11.91714595,12.15729971,11.83899718,11.70668148,12.17019543,12.07536255,11.6496718,11.71380236,12.0046213,12.22505722,11.70608479,12.05408284,11.65230021
EMB,11.12137127,11.39146457,10.86789501,10.60893852,11.15220455,10.9781907,13.45579187,13.65983653,13.65695957,11.66404672,11.54432044,11.10403433,11.0260111,10.08832949,11.29093257,11.26865068,10.95440738,11.23704156,11.37016934,11.09890374,11.27791228,10.83579759,11.1651869,11.22054005
NUDCD2,10.59505547,10.45021472,10.48132898,10.42641558,10.61479842,10.55562862,9.993309127,10.07273113,10.16162854,10.60927494,10.68464687,10.35961002,10.47607132,10.13230223,10.60933432,10.53523744,10.52380756,10.59353097,10.60496636,10.44126925,10.59939923,10.40634259,10.57160417,10.56494682
HSPA4,14.1931907,13.72683083,14.23121421,14.17510451,14.15973239,13.75745162,11.03716831,11.05087996,11.02854206,14.1502405,13.84654852,14.14886623,14.15311183,13.97417916,13.75312696,14.06588549,14.11028562,13.67836293,13.75399849,14.18225021,14.09067646,14.17802331,14.13024071,13.66376524
POLH,9.845019704,9.783999762,9.747593394,9.762355508,9.915062569,9.797223185,9.911239255,10.00508252,10.08960225,9.831326812,9.813882253,9.81669682,9.914082978,9.827603986,9.776943071,9.718600182,9.696947657,9.802430779,9.809500478,9.748575537,9.825152593,9.827646675,9.822225761,9.760644996
PAQR8,7.782371195,8.706381068,7.988080949,7.629161623,7.180241674,7.879805882,11.36463002,11.26342562,11.22138935,7.296115363,7.875026411,7.807937505,7.193993187,7.86991444,8.131815884,7.123749697,7.809874156,8.108225589,8.291214924,7.870416908,7.431617021,7.743924386,7.029918175,8.055619226
TPPP,6.043077707,5.826777488,6.449723,6.457630655,6.147255302,6.009074657,7.069851758,6.643034172,6.450777394,6.432209519,5.715396184,6.487814041,6.379551033,6.631650773,5.662880156,6.156250556,6.28048213,5.680817435,5.669259235,6.415897694,6.210782351,6.647688482,6.321084494,5.927961696
MRPL36,9.879577743,9.73139539,10.13043689,10.00264172,9.913659175,9.8569777,7.962854279,7.915915318,8.159922739,9.924008617,9.819305967,9.887122969,9.92091101,10.19802566,9.818995476,10.02603308,9.825134623,9.830588324,9.736482251,9.765198106,9.98085716,9.897543852,9.889060515,9.888196321
POLR1C,12.37278601,11.87428752,12.36574814,12.38043073,12.23726639,11.95100092,9.18297567,9.228109352,9.219427109,12.24208216,11.94340701,12.27880006,12.3115287,12.47115095,11.92078334,12.26233245,12.29125073,11.88465654,11.89057392,12.19705895,12.22397007,12.38858628,12.25777503,11.91888651
DLK2,8.594127599,8.546113791,8.706728187,8.704702456,8.514226734,8.503732197,7.856602725,7.960078243,7.650497762,8.259982032,8.101139795,8.649411922,8.391938319,9.05965045,8.485176362,8.58871168,8.554998156,8.575680761,8.256158413,8.541734707,8.448519427,8.68821871,8.483772027,8.498160498
ZNF318,9.592433067,9.303374628,9.497078946,10.08591368,10.12244747,9.897931116,11.54300558,11.59536534,11.64290703,10.16875994,9.979273128,10.13492559,10.31434641,10.26192716,9.893982556,10.1215786,10.22476651,9.999136896,10.04452351,10.16201046,10.12604543,9.925368895,10.13418372,9.965099674
PTGER4,13.46516402,13.22627363,14.08504089,14.10733672,13.64782594,12.95209258,10.31481497,10.63053064,9.859369668,13.42899365,12.694646,13.95920422,13.39775973,13.9719519,12.6502581,13.50313257,13.91369368,12.63506011,12.65429057,13.98115302,13.33309482,13.93799568,13.44737084,12.87276493
TBCA,11.55642744,11.06535745,11.52508465,11.56256383,11.64449984,11.20280582,9.913650071,9.854448905,10.10454585,11.45762549,11.14718352,11.30490937,11.5167748,11.58666561,11.10130805,11.45305489,11.3216715,10.98627441,11.10603223,11.45427416,11.51503464,11.45016413,11.51984225,11.12474892
CXXC5,6.022608037,6.298618478,5.888407212,5.921184617,5.897567416,6.528550157,7.137416081,7.984720208,7.307239548,6.12822488,6.170609709,5.745703001,5.915888713,6.215910454,6.828836859,5.99434065,5.780780154,6.825410564,7.079810346,5.793865708,6.506164511,6.000058576,5.71803935,6.606399595
ENC1,7.991678664,8.492145528,8.024014791,7.706603887,8.055959186,8.361910517,6.192899821,7.709652572,6.176868699,7.206175378,7.613025935,6.998254002,7.653538609,8.015431898,8.24631493,7.563920395,7.999993225,8.262095093,8.427003616,7.76015258,7.809474936,8.250691257,7.6851033,8.258118021
HDAC3,10.97323856,10.68962077,10.8943447,11.08434049,10.9952013,10.89327874,10.70133326,10.70842066,10.82179203,11.05742446,10.91613843,11.0229444,11.10067805,11.20083631,10.91306102,11.11389955,10.99876019,10.95124946,10.83486953,10.92824945,11.13793516,10.87980325,11.02902825,10.85125871
SMN1,9.939496838,9.412000416,9.988517851,9.907449941,9.863660006,9.447005313,7.308391025,7.302455953,7.358006954,9.850345625,9.51285565,9.762774381,9.765718269,9.399761893,9.367313761,9.849533025,9.916674376,9.308649503,9.395312777,9.975906642,9.890561274,9.931915551,9.803447615,9.337497352
MBOAT1,6.197151369,6.872168924,6.293617041,5.496076163,5.677103668,5.804986903,8.264287539,8.316157099,8.278872226,5.81077526,5.951033568,5.604213622,6.000831344,5.799942831,5.836694572,5.892949069,5.93779426,5.737900423,5.888588523,5.670948378,5.838936104,5.560655245,5.691051788,6.206595464
PAIP1,11.57191914,11.22276934,11.50424661,11.36871584,11.4811959,11.14598639,9.859658602,9.874367008,10.01379023,11.42310856,11.20840454,11.32195922,11.36632091,11.14205205,11.25746371,11.33599673,11.28705352,11.14374852,11.20841276,11.35044583,11.42076387,11.44742514,11.44961956,11.18005345
C5orf34,7.103000261,7.032001526,6.804025859,6.999100523,7.161444843,7.150564816,8.070483256,7.941316565,7.93874054,6.832728469,7.046659552,7.107172108,6.916371711,6.890732848,6.984752882,6.995099586,7.003439446,6.798828844,7.199462636,7.208623469,6.859733426,7.157056073,7.183045487,6.919112098
ZNF131,10.86457743,10.9479812,10.92031819,10.79108163,10.98988384,10.89235781,10.88822393,11.04722884,10.95142881,10.93104318,11.11722266,10.86982235,10.786091,10.68428206,11.02700847,10.90435101,11.02788009,10.9818502,11.12396833,10.98804958,10.96044971,10.93429221,10.94442318,10.97812207
GTPBP2,10.45312397,10.92881028,10.46312033,10.38579005,10.19124473,10.44943469,10.75340564,10.8634545,10.84866806,10.09322068,10.42309623,10.19538689,10.33289623,10.5327827,10.54277698,10.18058798,10.2844841,10.54737017,10.4813972,10.28656956,10.31895932,10.29901929,10.20743556,10.63080324
FNDC9,5.870561723,7.189508893,5.824640703,6.332924292,7.083708403,7.864860375,6.329166251,5.566646418,5.577959423,5.978213288,6.783614371,5.824382229,6.456755574,5.629555764,7.524437262,6.415859404,5.907728716,7.489170058,8.170886881,5.862884577,6.859733426,5.613735559,6.303373223,7.321335176
DCP2,10.93678065,11.25796169,10.92317548,10.64463204,10.93214127,11.00570319,11.35401819,11.45085383,11.38638547,10.92208232,11.21253244,10.8001485,10.66849013,10.11164001,11.07117607,10.82399152,10.84660684,10.9958139,11.08398824,10.9329385,10.79461107,10.80045918,10.89280077,11.00403251
DMXL1,11.38008994,11.33279669,11.34076717,11.23461346,11.40783105,11.22272511,11.41994472,11.1447554,11.06018672,11.35530293,11.0651016,11.21589201,11.20673594,10.69126161,11.01025273,11.23019251,11.29651155,10.9391294,11.18582123,11.41411423,11.08782062,11.43272875,11.44306288,11.09783403
GLRX,8.053522953,8.513975685,7.690065443,7.554325206,7.7573835,7.916506001,10.59193928,10.59995326,10.49127092,7.481803854,7.555691012,7.075351274,7.593265066,7.024472944,7.970603488,7.734819922,7.562176308,7.8988987,7.983549808,7.343539582,7.574939455,7.364864916,7.330240949,7.886197193
ZNF622,10.97789783,10.93489182,11.17246656,10.91453668,10.78102386,10.75522839,9.585037831,9.527577681,9.583510312,10.83678486,10.82740917,10.9318502,10.81423551,11.29344185,10.83323399,10.7802949,10.99429635,10.79189799,10.79607245,10.91882538,10.87253063,10.89596537,10.83541619,10.80826333
MARCHF3,7.621532257,7.886006088,7.488772278,7.72533192,8.135165036,8.222309609,7.623186853,7.857072567,7.846936329,6.997782059,7.092175972,7.391864954,7.954385599,7.875372293,8.063490674,8.124106376,7.817979938,8.232606114,7.930182299,7.704826913,8.011160871,7.767540837,8.207271959,8.11818374
FAM174A,6.970342218,6.922004895,7.046928816,7.039569733,7.591759412,7.210905578,6.505728118,6.496512132,6.654053416,7.529783009,7.170652989,6.998254002,7.193993187,6.87991276,6.984752882,7.31228164,7.112906535,7.010544829,6.909774576,7.145383684,7.519307122,7.165969303,7.479656997,6.876311927
RGMB,6.893514104,7.975262884,7.92105464,7.655440316,6.588290856,7.672282377,8.039912212,8.450483871,7.977138123,6.569705534,7.440751585,7.562249953,6.653238389,7.831120165,7.305269906,6.587939848,7.673576401,7.497459049,7.573108236,7.319185197,6.525118514,7.689330008,6.941078774,7.734696985
TMEM167A,12.38836935,12.07990458,12.34352392,12.08173767,12.42430822,12.02134684,10.53983007,10.813605,10.79594098,12.32478715,12.07760485,12.03418971,12.04927101,11.29038078,11.95990468,12.27277663,12.13983311,11.89724095,12.04489615,12.32666298,12.19689094,12.30758425,12.38004623,11.98332955
PHYKPL,11.0422311,11.39954957,11.0549368,11.15108085,10.8835066,11.18034586,12.15600241,12.24531492,12.22209689,10.91500239,11.14286406,11.08618238,11.01839105,11.13808444,11.16033158,10.93256993,11.07429835,11.2376602,11.24065424,10.94625241,10.93498632,11.03806651,10.87267453,11.34870466
ARL10,9.98517357,10.19039051,9.796198272,10.18507863,10.16435427,10.2738731,10.6802496,10.35616747,10.43326619,10.27613873,10.4293167,10.36181006,10.15783623,10.11164001,10.22189401,9.991192279,10.18144294,10.19022162,10.27116601,10.2321707,9.965327727,10.21669764,10.16024705,10.24851917
CLTB,11.27421783,10.84301948,11.30104592,11.37910173,11.28838191,11.05509354,9.403124362,9.42777096,9.663053742,11.30153171,10.98592526,11.34938114,11.41887852,11.72798913,10.93644544,11.37471017,11.17002333,10.96700408,10.86685244,11.11372984,11.36596603,11.18944087,11.27944001,11.02541069
RFESD,7.655166551,7.698558593,7.874575454,7.098221536,7.142399876,7.257424522,7.05245444,7.169054869,7.001420743,7.417674755,7.516161412,7.198628509,7.530363203,7.110296251,7.296791808,7.636296984,7.44144912,7.174601267,7.383985581,7.367489657,7.327492916,7.317652151,7.423374751,7.310658776
MCTP1,7.530226487,6.673124044,7.004391139,6.96798579,7.699924859,6.966806522,7.178091431,7.321926948,7.609181374,7.529783009,7.055878441,6.986895917,7.479470137,6.46789851,6.919983438,7.360557331,6.869463966,6.798828844,7.088693943,7.117408653,7.327492916,7.209727696,7.732198319,7.187687763
LYSMD3,9.853737129,10.04989355,9.984875843,9.671924067,10.02572971,9.935967533,9.713734878,9.839327761,9.75747456,9.956971382,10.08211668,9.680558796,9.516259253,8.800366745,10.00093127,9.915652379,9.742374739,9.840396511,10.10159436,10.0029166,9.864752558,9.893524673,9.974080548,9.954851138
MBLAC2,7.720170388,8.556669345,7.690065443,7.352278092,8.149543928,8.302143283,9.083704431,9.115465201,9.059910383,7.932968382,8.401541063,7.70771884,7.579521966,7.146860301,8.356476226,7.989360921,7.826040431,8.351688537,8.515311192,7.903556301,7.928150934,7.639004142,7.906562486,8.142469114
SLC35A4,12.26390567,12.42988259,12.30168547,12.00493917,11.87505723,12.13081532,10.96229034,11.0146942,11.06018672,11.9323181,11.98079422,11.99113685,12.06168149,12.27527851,12.0928652,12.01106197,11.97245635,12.12663363,12.03113671,11.87103291,12.08198659,11.99233379,11.91994977,12.09292447
RUFY1,10.68328388,10.78696852,10.69812483,10.71191006,10.69295982,10.75927505,11.01544687,10.82046605,10.74995222,10.69067326,10.75284152,10.69762678,10.71950922,10.84242639,10.8346989,10.64942509,10.70299695,10.81446604,10.71806609,10.72620106,10.72561796,10.71117776,10.65427421,10.71114011
